a_x,a_y,a_z,g_x,g_y,g_z,label,
-0.17,-0.11,1.93,-0.06,0.04,0.02,knee,
-0.17,-0.09,1.9,-0.06,0.04,0.03,knee,
-0.16,-0.1,1.93,-0.06,0.04,0.02,knee,
-0.17,-0.1,1.88,-0.06,0.04,0.02,knee,
-0.19,-0.11,1.92,-0.06,0.04,0.02,knee,
-0.17,-0.09,1.87,-0.06,0.04,0.03,knee,
-0.16,-0.1,1.93,-0.06,0.04,0.03,knee,
-0.14,-0.1,1.87,-0.06,0.04,0.03,knee,
-0.17,-0.09,1.92,-0.06,0.04,0.02,knee,
-0.16,-0.1,1.91,-0.06,0.04,0.03,knee,
-0.17,-0.08,1.89,-0.06,0.04,0.02,knee,
-0.16,-0.08,1.9,-0.06,0.04,0.02,knee,
-0.21,-0.06,1.96,-0.06,0.04,0.03,knee,
-0.17,-0.11,1.95,-0.06,0.04,0.02,knee,
-0.12,-0.12,1.87,-0.06,0.04,0.03,knee,
-0.21,-0.07,1.87,-0.06,0.04,0.02,knee,
-0.16,-0.09,2,-0.06,0.04,0.03,knee,
-0.14,-0.09,1.88,-0.07,0.04,0.03,knee,
-0.19,-0.11,1.94,-0.06,0.04,0.03,knee,
-0.17,-0.1,1.88,-0.06,0.04,0.02,knee,
-0.16,-0.09,1.95,-0.06,0.04,0.02,knee,
-0.16,-0.09,1.92,-0.06,0.04,0.02,knee,
-0.17,-0.1,1.92,-0.07,0.04,0.02,knee,
-0.17,-0.09,1.89,-0.06,0.04,0.02,knee,
-0.19,-0.11,1.92,-0.06,0.04,0.02,knee,
-0.14,-0.08,1.93,-0.06,0.04,0.03,knee,
-0.15,-0.09,1.91,-0.06,0.04,0.02,knee,
-0.18,-0.07,1.89,-0.06,0.04,0.03,knee,
-0.19,-0.07,1.9,-0.06,0.04,0.03,knee,
-0.19,-0.1,1.9,-0.06,0.04,0.03,knee,
-0.16,-0.08,1.93,-0.06,0.04,0.02,knee,
-0.15,-0.1,1.91,-0.06,0.04,0.03,knee,
-0.13,-0.12,1.94,-0.06,0.04,0.03,knee,
-0.15,-0.08,1.92,-0.06,0.04,0.03,knee,
-0.17,-0.11,1.89,-0.06,0.04,0.02,knee,
-0.16,-0.11,1.9,-0.06,0.04,0.03,knee,
-0.17,-0.11,1.91,-0.06,0.04,0.02,knee,
-0.18,-0.07,1.94,-0.06,0.04,0.02,knee,
-0.15,-0.08,1.93,-0.07,0.04,0.02,knee,
-0.16,-0.1,1.93,-0.06,0.04,0.02,knee,
-0.18,-0.07,1.9,-0.06,0.04,0.02,knee,
-0.16,-0.11,1.92,-0.06,0.04,0.03,knee,
-0.19,-0.09,1.89,-0.06,0.04,0.02,knee,
-0.18,-0.09,1.92,-0.06,0.04,0.03,knee,
-0.16,-0.1,1.89,-0.06,0.04,0.03,knee,
-0.19,-0.08,1.94,-0.06,0.04,0.02,knee,
-0.16,-0.08,1.92,-0.06,0.04,0.02,knee,
-0.17,-0.11,1.94,-0.07,0.04,0.02,knee,
-0.17,-0.08,1.9,-0.06,0.04,0.02,knee,
-0.17,-0.09,1.92,-0.06,0.04,0.03,knee,
-0.16,-0.08,1.91,-0.06,0.04,0.02,knee,
-0.16,-0.09,1.89,-0.06,0.04,0.02,knee,
-0.17,-0.08,1.91,-0.06,0.04,0.02,knee,
-0.17,-0.07,1.92,-0.06,0.04,0.03,knee,
-0.17,-0.1,1.91,-0.06,0.04,0.02,knee,
-0.18,-0.07,1.91,-0.06,0.04,0.03,knee,
-0.16,-0.11,1.91,-0.06,0.04,0.02,knee,
-0.18,-0.1,1.92,-0.06,0.04,0.02,knee,
-0.18,-0.1,1.95,-0.06,0.03,0.03,knee,
-0.17,-0.07,1.93,-0.06,0.04,0.02,knee,
-0.15,-0.12,1.9,-0.06,0.04,0.03,knee,
-0.18,-0.1,1.9,-0.07,0.04,0.02,knee,
-0.15,-0.09,1.94,-0.06,0.03,0.02,knee,
-0.19,-0.08,1.94,-0.06,0.04,0.03,knee,
-0.15,-0.06,1.9,-0.06,0.03,0.03,knee,
-0.16,-0.1,1.91,-0.06,0.04,0.02,knee,
-0.16,-0.06,1.91,-0.06,0.04,0.02,knee,
-0.18,-0.09,1.93,-0.06,0.04,0.02,knee,
-0.16,-0.08,1.93,-0.06,0.04,0.02,knee,
-0.14,-0.09,1.92,-0.06,0.04,0.02,knee,
-0.16,-0.09,1.96,-0.07,0.04,0.02,knee,
-0.15,-0.09,1.93,-0.06,0.04,0.03,knee,
-0.15,-0.12,1.91,-0.07,0.04,0.03,knee,
-0.17,-0.12,1.9,-0.06,0.04,0.02,knee,
-0.18,-0.13,1.94,-0.06,0.04,0.03,knee,
-0.18,-0.12,1.92,-0.06,0.04,0.02,knee,
-0.2,-0.07,1.94,-0.06,0.04,0.02,knee,
-0.19,-0.1,1.93,-0.06,0.04,0.03,knee,
-0.17,-0.1,1.9,-0.06,0.04,0.03,knee,
-0.18,-0.1,1.91,-0.06,0.04,0.03,knee,
-0.13,-0.09,1.89,-0.06,0.04,0.03,knee,
-0.2,-0.04,1.84,-0.06,0.04,0.02,knee,
-0.14,-0.07,1.9,-0.06,0.04,0.03,knee,
-0.17,-0.06,1.91,-0.06,0.04,0.02,knee,
-0.18,-0.11,1.95,-0.06,0.04,0.02,knee,
-0.17,-0.09,1.88,-0.06,0.04,0.02,knee,
-0.17,-0.07,1.84,-0.06,0.04,0.03,knee,
-0.14,-0.1,2.09,-0.07,0.03,0.03,knee,
-0.28,-0.04,1.88,-0.06,0.04,0.02,knee,
-0.16,-0.08,2.02,-0.07,0.04,0.02,knee,
-0.19,-0.08,1.91,-0.07,0.04,0.03,knee,
-0.2,-0.1,1.95,-0.06,0.04,0.02,knee,
-0.13,-0.1,1.86,-0.06,0.04,0.03,knee,
-0.18,-0.09,1.98,-0.06,0.04,0.03,knee,
-0.15,-0.12,1.93,-0.06,0.04,0.03,knee,
-0.16,-0.13,1.94,-0.07,0.04,0.03,knee,
-0.17,-0.1,1.98,-0.07,0.04,0.03,knee,
-0.15,-0.08,1.97,-0.07,0.04,0.03,knee,
-0.16,-0.05,1.94,-0.06,0.04,0.02,knee,
-0.18,-0.1,1.81,-0.06,0.03,0.02,knee,
-0.19,-0.11,1.94,-0.07,0.04,0.03,knee,
-0.18,-0.09,1.92,-0.07,0.04,0.02,knee,
-0.14,-0.09,1.88,-0.06,0.04,0.03,knee,
-0.18,-0.07,1.9,-0.06,0.04,0.02,knee,
-0.19,-0.09,1.92,-0.06,0.04,0.02,knee,
-0.18,-0.08,1.92,-0.06,0.04,0.03,knee,
-0.14,-0.1,1.88,-0.06,0.04,0.03,knee,
-0.17,-0.09,1.91,-0.06,0.04,0.02,knee,
-0.15,-0.08,1.89,-0.07,0.04,0.03,knee,
-0.17,-0.09,1.91,-0.06,0.04,0.02,knee,
-0.16,-0.09,1.91,-0.06,0.04,0.03,knee,
-0.17,-0.08,1.89,-0.06,0.04,0.02,knee,
-0.17,-0.11,1.91,-0.06,0.04,0.02,knee,
-0.15,-0.11,1.9,-0.06,0.04,0.02,knee,
-0.18,-0.11,1.93,-0.06,0.04,0.02,knee,
-0.58,0.07,2.14,-0.06,0.02,0.03,knee,
1.08,-0.46,1.47,-0.46,0.8,-0.06,knee,
-1.27,0.86,2.08,-0.49,0.89,-0.17,knee,
-1.45,1.01,2.6,0.12,-0.29,-0.15,knee,
0.02,0.42,2,0.54,-0.99,-0.17,knee,
0.49,0.12,1.86,0.44,-0.94,-0.43,knee,
0.13,0,1.81,0.13,-0.3,-0.83,knee,
0.28,-0.53,1.66,-0.01,0.02,-1.01,knee,
-0.16,-0.94,1.77,-0.14,0.27,-0.9,knee,
-0.65,-0.99,2.08,-0.13,0.21,-0.41,knee,
-0.72,0.04,2.26,0.09,-0.32,0.04,knee,
0.2,-0.23,1.68,0.14,-0.42,0.08,knee,
-0.11,-0.2,1.96,0.01,-0.17,0.05,knee,
0.7,-0.4,1.33,-0.26,0.46,-0.01,knee,
-0.02,-0.19,2.47,-0.66,1.3,-0.07,knee,
-1.97,0.79,2.68,0.1,-0.27,0.05,knee,
1.33,-0.62,1.38,0.3,-0.73,0.12,knee,
-0.24,0,1.94,-0.19,0.31,0.01,knee,
-0.27,-0.05,1.8,-0.05,0.03,0.03,knee,
-0.33,0,1.9,-0.06,0.03,0.03,knee,
-0.29,-0.01,1.93,-0.06,0.04,0.03,knee,
-0.21,-0.07,1.92,-0.06,0.04,0.02,knee,
0.08,-0.12,2.02,-0.06,0.04,0.03,knee,
-0.25,-0.1,1.63,-0.05,0.03,0.02,knee,
-0.59,0.08,2.04,0,-0.11,0.04,knee,
0.33,-0.23,1.8,0.06,-0.24,0.05,knee,
-0.06,-0.1,1.99,-0.06,0.03,0.03,knee,
-0.15,-0.06,2.01,-0.06,0.02,0.03,knee,
-0.01,-0.14,1.86,-0.04,-0.02,0.03,knee,
-0.19,-0.07,1.98,-0.04,-0.02,0.03,knee,
-0.01,-0.13,1.89,-0.02,-0.07,0.04,knee,
-0.06,-0.14,1.91,-0.04,-0.01,0.03,knee,
-0.12,-0.08,1.97,-0.05,0,0.03,knee,
-0.24,-0.03,2.02,0.01,-0.13,0.04,knee,
-0.05,-0.06,1.99,0.04,-0.2,0.01,knee,
0.24,0,1.79,0.02,-0.16,-0.07,knee,
0.17,-0.15,1.87,-0.03,-0.04,-0.16,knee,
0,-0.36,1.9,-0.12,0.18,-0.18,knee,
-0.3,-0.07,2.18,-0.09,0.09,0,knee,
-0.13,-0.09,1.88,0,-0.1,0.04,knee,
0.4,-0.19,1.39,-0.04,0.01,-0.03,knee,
-0.89,0.06,1.86,-0.15,0.21,-0.01,knee,
-0.3,-0.12,1.78,-0.09,0.11,0.02,knee,
0.08,-0.17,1.7,-0.12,0.16,0.02,knee,
