a_x,a_y,a_z,g_x,g_y,g_z,label,
0.88,-0.18,1.45,-0.03,-0.04,0,knee,
0.77,-0.24,1.41,-0.05,0.01,0.03,knee,
0.8,-0.2,1.46,-0.08,0.04,0.05,knee,
0.85,-0.15,1.54,-0.08,0.01,0.05,knee,
0.88,-0.12,1.51,-0.08,0.02,0.04,knee,
0.82,-0.09,1.58,-0.09,0.01,0.03,knee,
0.8,-0.08,1.61,-0.08,0,0.04,knee,
0.82,-0.13,1.56,-0.08,0,0.04,knee,
0.81,-0.21,1.54,-0.08,-0.01,0.04,knee,
0.89,-0.1,1.49,-0.09,-0.03,0.04,knee,
0.89,-0.12,1.53,-0.09,-0.01,0.04,knee,
0.9,-0.06,1.55,-0.1,0.01,0.04,knee,
0.93,-0.04,1.6,-0.1,0.01,0.04,knee,
0.89,0,1.61,-0.09,0.01,0.03,knee,
0.97,-0.01,1.72,-0.08,-0.01,0.03,knee,
0.9,-0.07,1.58,-0.05,0.02,0.01,knee,
0.77,-0.02,1.59,-0.06,0.04,0.02,knee,
0.64,-0.06,1.59,-0.05,0.03,0.03,knee,
0.69,-0.01,1.57,-0.04,0,0.06,knee,
0.82,-0.05,1.58,-0.04,-0.01,0.07,knee,
0.94,-0.1,1.63,-0.04,0.01,0.07,knee,
1.04,-0.13,1.61,-0.04,0.04,0.06,knee,
0.9,-0.18,1.56,-0.02,0.04,0.03,knee,
0.81,-0.27,1.44,-0.03,0,0.02,knee,
0.78,-0.27,1.31,-0.04,0.01,0.03,knee,
0.72,-0.22,1.36,-0.06,-0.01,0.04,knee,
0.74,-0.22,1.38,-0.07,-0.02,0.06,knee,
0.82,-0.21,1.41,-0.1,-0.01,0.08,knee,
0.92,-0.12,1.57,-0.1,0.01,0.08,knee,
1.03,-0.09,1.51,-0.1,0.01,0.07,knee,
1.06,-0.08,1.6,-0.1,0.02,0.04,knee,
1.05,-0.03,1.62,-0.09,0.03,0.04,knee,
1.04,-0.02,1.61,-0.09,0.04,0.03,knee,
0.98,0.03,1.63,-0.08,0.04,0.02,knee,
0.86,0.01,1.69,-0.06,0.04,0.01,knee,
0.76,0.02,1.65,-0.06,0.03,0.02,knee,
0.78,0.04,1.67,-0.05,0.01,0.03,knee,
0.97,-0.11,1.61,-0.05,0,0.03,knee,
1.33,-0.12,1.58,-0.07,0.02,0,knee,
1.37,0.12,1.93,-0.06,0.06,-0.11,knee,
1.06,0.08,1.93,0.03,0.02,-0.22,knee,
1.35,-0.41,1.61,0.03,0.03,-0.24,knee,
1.83,-0.33,1.7,0.03,0.04,-0.3,knee,
2.6,-0.89,1.69,0.04,0.21,-0.39,knee,
3.78,-1.91,1.22,-0.06,0.47,-0.4,knee,
4.24,-1.86,0.11,-0.43,1.37,-0.39,knee,
4.82,-1.65,1.13,-0.74,2.72,-0.44,knee,
2.03,-0.42,0.63,-1.01,2.92,-0.86,knee,
-0.37,0.01,1.12,-1.11,2.79,-1.17,knee,
-1.8,-0.18,1.63,-1.15,2.43,-1.29,knee,
-2.64,-0.32,1.86,-1.33,2.03,-1,knee,
-2.69,0.02,2.73,-1.56,2.46,-0.21,knee,
-4.28,0.29,3.25,-1.61,3.09,0.65,knee,
-4.98,0.11,1.75,-1.6,3.17,1.42,knee,
-5.15,0.1,1.49,-1.68,3.44,2,knee,
-5.29,0.66,3.51,-1.7,3.57,2.62,knee,
-4.62,2.79,3.93,-1.13,2.88,2.74,knee,
-5.3,3.39,7.87,-0.07,3.53,2.79,knee,
-2.29,3.96,4.8,-0.21,0.33,2.39,knee,
-4.77,3.82,3.75,0.34,-0.67,1.05,knee,
-3.45,2.85,0.84,0.73,0.08,-0.28,knee,
-3.47,1.62,-0.67,0.24,0.16,-1.22,knee,
-2.27,1.48,-3.95,-0.47,0.34,-1.01,knee,
-2.57,3.16,-1.4,-1.68,-0.06,-2.11,knee,
-3.42,5.74,1.24,-1.17,0.02,-3.69,knee,
-6.53,4.14,3.23,-0.93,-0.59,-4.77,knee,
-5.89,2.96,1.64,-0.72,-0.56,-4.27,knee,
-5.35,2.97,2.6,-0.91,-0.71,-3.74,knee,
-4.8,3.15,3.84,-0.89,-0.9,-3.48,knee,
-3.37,3.08,3.77,-0.71,-1.41,-3.08,knee,
-1.97,1.28,4.5,-0.35,-1.88,-2.8,knee,
-1.87,1,4.11,-0.04,-2.22,-2.82,knee,
-1.74,0.98,3.39,0.22,-2.25,-2.74,knee,
-1.4,0.67,3.02,0.55,-1.84,-2.5,knee,
-1.01,0.63,2.47,0.97,-1.59,-2.18,knee,
-1.27,-0.3,2.46,1.15,-1.7,-1.88,knee,
-1.65,-1.7,1.74,1.33,-2.25,-1.51,knee,
-1.61,-1.91,1.28,1.35,-2.55,-0.89,knee,
-0.8,-1.47,0.29,1.26,-2.51,-0.05,knee,
1.88,-1.29,-0.77,1.11,-2.24,0.24,knee,
3.13,-1.09,-1.24,0.76,-1.79,0.26,knee,
3.33,-0.64,-0.28,0.39,-1.25,0.13,knee,
2.82,-0.12,1.13,0.32,-0.85,0.02,knee,
1.74,-0.36,1.87,0.46,-0.6,-0.1,knee,
1.41,-0.82,1.48,0.56,-0.49,-0.1,knee,
1.91,-1.04,0.57,0.45,-0.39,-0.08,knee,
2.01,-1.06,1.03,0.2,0.06,-0.04,knee,
1.98,-0.68,1.27,0.08,0.27,-0.02,knee,
1.43,-0.5,1.57,0,0.42,-0.08,knee,
0.64,-0.2,1.79,-0.02,0.48,-0.15,knee,
0.14,-0.32,1.75,-0.04,0.53,-0.11,knee,
0.03,-0.16,1.77,-0.09,0.48,-0.06,knee,
0.11,-0.16,2.26,-0.13,0.46,0,knee,
0.48,0.11,1.95,-0.08,0.31,0,knee,
0.98,0.11,1.52,-0.08,0.44,-0.1,knee,
0.99,-0.17,1.17,-0.15,0.65,-0.19,knee,
